出表日期,報告年度,公司代號,公司名稱,用水量(公噸),資料範圍,用水密集度-密集度(公噸/單位),用水密集度-單位,取得驗證,水資源管理或減量目標
1111005,110,1101,台泥,2996430.0000,台泥台灣個體公司 (涵蓋營運集團總部、研究室、2座水泥廠、25座製品廠),0.4821,產品,ISO 50001,"管理 : 台泥秉持「不浪費一滴」為原則，將水資源列為永續發展核心。相較科技業，水泥業為乾式製程雖非耗水產業，但亦重視水資源議題，建立水管理制度與優化設備，提升用水效率，並制定用水目標和規劃AI水足跡分析平台，檢視並追蹤各廠用水狀況，掌握集團用水或回收熱點。
目標 : 2030年台灣水泥廠目標用水強度下降50%"
1111005,110,1102,亞泥,2462000.0000,亞泥個體公司,0.6680,產品,N,"為達到更有效的水風險管理，亞泥設定3個用水指標及目標，且亞泥花蓮
廠已於2021年著手導入ISO 46001:2019水資源效率管理系統，預計2022年取
得驗證，以期能有效落實管理水資源並達成目標。
2021年亞泥水回收率為85.9%達成回收率目標，單位水泥膠結材料取水量
為0.668噸/噸亦達成水效率目標，而淨淡水耗水量為2,24千噸，未達成絕對減
量目標。因耗水量會隨著產量而變化，亞泥將持續提升用水效率以達成絕對減
量目標。"
1111005,110,1103,嘉泥,122.0000,包含企業團所有台灣營運據點（用水量含總部嘉新大樓承租戶）及日本沖繩飯店；目前統計尚不含大陸地區。,0.0555,"營業額 2,197,183 (仟元)",N,目前尚未設定量化目標。但以逐年統計水資源耗用量並排定節水規劃；如飯店設置雨水回收系統、使用省水認證衛生設備等提升用水使用效率。
1111005,110,1104,環泥,19100.0000,母公司之阿蓮水泥廠、海湖石膏板廠、直屬七座預拌混凝土場之自來水用量,0.0050,產值(新台幣千元),N,"1. 宣導珍惜水資源，以廠區用水效率最大化為原則。
2. 製程廢水回收再利用於廠內，並運用於道路灑水、抑制粉塵等降低空氣污染。
3. 優先採用節水型設備及省水器材，降低無效用水。"
1111005,110,1108,幸福,972782.0000,幸福水泥(股)公司東澳廠,1.5720,產品,N,無資料
1111005,110,1109,信大,224407.0410,僅信大母公司南聖湖工廠,,,N,本公司南聖湖廠水資源區分為地下水及自來水，本公司每年均依法向宜蘭縣政府申請使用地下水水井；自來水部分則每月依台灣自來水公司帳單紀錄用量，本次揭露用水量含括地下水及自來水用量。目前本廠製程冷卻用水全回收再利用。
1111005,110,1110,東泥,17600.0000,工廠,0.0253,產品,N,"利用水循環回收再利用,每年減少使用10%用水量為目標"
1111005,110,1201,味全,1906416.0000,"1.母公司(含總公司、中央研究所、營業所、台中廠、斗六廠、高雄廠)
2.台中廠、斗六廠為地下水1,307,550公噸佔68.6%，總公司、中央研究所、營業所、高雄廠為自來水598,866公噸佔31.4%。",12.8200,產品,N,"1.水資源管理
(1)訂定水資源之使用效率及水資源回收再利用之節水政策。
(2)台中廠、斗六廠、高雄廠實施水回收管理：將水塔冷卻水回收後作環境清潔用水。
2.水資源減量目標：目標1.8% (回收水/三廠總用水量)
(三廠殺菌冷卻水回收及軟化水系統逆洗頻率延長節水等)"
1111005,110,1203,味王,325390.0000,自來水+地下水,146.4570,營業額,N,1.降低設備水資源用量。2.定期檢查廠區原水與製程用水管線，避免水資源洩漏，造成浪費。3.持續進行節水宣導，鼓勵員工節約用水。4.提升回收水再使用，降低對原水的依賴。
1111005,110,1210,大成,,,,,N,依「上市櫃公司永續發展路徑圖」規劃時程制訂
1111005,110,1213,大飲,98.5870,僅母公司,,,NA,NA
1111005,110,1215,卜蜂,922914.0000,南投肉食品加工廠、台中飼料廠、高雄飼料廠,,,N,本公司飼料廠及肉食品加工廠皆設有廢水處理設備，由專人負責處理。近年也因產量提升，陸續增設汙水處理設備與加強廢汙水管理，符合排放標準納入工業區汙水處理廠，並有效控制與低於政府公告之排放標準值。
1111005,110,1216,統一,4232747.0000,僅母公司,992.9700,營業收入千萬元,N,"1.	依經濟部水利署耗水費相關議題，進行控管用水平衡與用水回收率，並每月彙整各總廠水資源使用狀況及分析比較。
2.	生產廠導入節水專案，例如: 製程清洗回收水再利用專案、製程冷卻水耗用改善案..等。(預估年省水15,000m3)
3.	監控各廠水資源使用量及各區水情資訊
4.	廢水排放水質目標管理與監測
5.	成立水情因應小組，建立限水應變計畫"
1111005,110,1217,愛之味,416493.0000,母公司自來水用量,58.7000,產品,N,本公司將規劃利用中水回收系統，將管末廢水回收再利用至廁所馬桶清洗用水或外圍地板以及澆灌使用，因此以2021年為基期，目標設定在2025年達到減少5%的用水量
1111005,110,1218,泰山,616697.0000,泰山企業所屬田中油脂廠、田中食品廠、水產飼料廠、田中行政大樓、台北長安大樓辦公室。,71.5430,營業額,N,已研議食品廠非製造用水再循環與設備，增加用水有效性。
1111005,110,1219,福壽,396858.0000,母公司、子公司,0.0268,營業額,N,"執行水資源回收措施，將製程冷凝水、冷卻水及廢水回收再使用，110年回收再使用總量17,767公噸、109年回收量15,063公噸，回收再使用水資源增加15.21%。預計2025年回收使用量增加到11,017噸、2030年增加到14,196公噸。2021年均已達標，後續視情況再調整、設立目標。子公司洽富實業正進行水足跡盤查作業。"
1111005,110,1220,台榮,790354.0000,本公司雲林廠及高雄飼料廠,29966.1534,營業額(億元),N,製程設備冷凝水回收使用
1111005,110,1225,福懋油,58085.0000,涵蓋範圍:僅母公司,,,N,增加水循環利用率
1111005,110,1227,佳格,427914.0000,佳格母公司,0.3420,萬元營業額,N,"本公司總核定地下水取水量564,368噸，110年實際取水量427,914噸，使用率為76%，保留合理裕度。"
1111005,110,1229,聯華,51.7700,"母公司-聯華實業投資控股(股)公司以及
子公司-聯華製粉食品(股)公司、聯華置產(股)公司",0.0082,營業額;單位為新台幣佰萬元,N,"聯華投控總部所在地為一般辦公大樓，主要為民生用水需求，用水100%為自來水，不會對任何水源造成衝擊。在總部大樓內，除洗手台使用感應式出水、小便斗使用感應式沖廁外，另定期檢視大樓給水系統壓力，確保水源無不正常流失；另戶外澆灌系統搭配雨水感知器，於下雨時自動停止澆灌，節省大樓用水。
聯華製粉食品富岡工廠持續推動節約用水措施，從辦公室到生產製程，如水龍頭上加裝省水閥、洗手台改為感應式出水、小便斗使用感應式沖水；
在生產製程潤麥中，藉由機器設備的輔助，有效率減少自來水用量等，有效提升水資源之使用效率。另外，每週巡檢供水系統並建立資料庫，以監控供水狀況;
在地下水管理推動方面，本公司廠內二口地下水井皆已導入「智慧量水設備」，更換為電子水表並將使用數據直接傳輸雲端，以更有效控管地下水源，避免超抽情況發生。"
1111005,110,1231,聯華食,,,,,N,無資料
1111005,110,1232,大統益,236050.0000,僅母公司,0.2370,黃豆總加工量,N,"1. 關注最新耗水費法規，推動盤查廠內水資源使用狀況
2. 建置儲水槽，提高廠內用水的安全庫存量至1,500噸
3. 提高製程排放水回收率(R2)
4. 管控製程冷卻水的導電度排放標準，以減少自來水用量及廢水排放量"
1111005,110,1233,天仁,87230.0000,本公司天仁茶業股份有限公司直營單位,78.9026,分母以營業額為百萬元之計算,N,尚未制定
1111005,110,1234,黑松,809000.0000,中壢廠,4.1200,產品,N,"管理政策：
水是飲料生產的核心，為維護食品安全衛生，本公司高度重視水源品質檢驗管控，同時積極管理水資源有效利用與廢水排放的管理，以降低用水對環境衝擊。本公司制定相關水處理系統之操作與保養作業標準，確保本公司用水符合主管機關相關規定；此外，本公司亦建置節水措施，擷取生產過程中可回收利用的水提高水循環利用率，減少水資源耗用，例如：將水處理系統排放水、洗瓶水等較高清潔度的排放水配合增設分流管制設備，循環、淨化、再利用，以提高水循環利用率。本公司於109年提出114年製造1噸產品的總用水量減少10%(109年為基準年)，並據此逐年提出各年度目標及策略。110年製造1噸產品的總用水量從4.34噸降至4.12噸。
目標：
至114年，將水耗用率(製造1噸產品的總用水量)從4.34噸降至4.0噸。
策略：
1.每月比對耗水量，顯著差異之用水點，監控、檢討、改善。
2.依作業修訂最適CIP作業方式，減少耗用水量。
3.生產用水源頭改善、生產用水循環利用、管末可利用水回收等3類型之節約用水策略與節水控管，積極提昇廠區之水資源使用效率。"
1111005,110,1235,興泰,3310.0000,依110年台灣自來水公司使用度數資訊,0.0806,營業額,N,廠內部份用水可提供回收再利用為生活用水及園區綠化使用
1111005,110,1236,宏亞,47513.0000,母公司,0.0000,營業額,N,建置廠區廢水處理系統及雨水回收池，提供沖洗和園區植栽澆灌，讓每一滴水達到最高效能的運用。
1111005,110,1256,鮮活果汁-KY,175016.0000,集團主要營運主體，子公司蘇州鮮活飲品股份有限公司,48.5860,營業額,N,無
1111005,110,1301,台塑,24602210.0000,母公司2020年經第三方查證數據，請參閱本公司2021年永續報告書P.73,17679.4600,耗水量/當年度個體財報營收(億元)，請參閱本公司2021年永續報告書P.73,ISO 14046,產品單位用水量較前一年平均值減量5%
1111005,110,1303,南亞,20830240.0000,母公司,0.0958,單位:公噸/110年個體營業額(千元)。,ISO 14046,"1.持續採用世界資源研究所(WRI)建立的水資源情境模擬工具，模擬評估水資源匱乏時的潛在衝擊，並適時研擬對策。
2.持續推動水資源循環再利用，降低廢水排放，確保排放水質符合法令規定。
3.各廠處應持續檢討節水改善與提升雨水回收率，提高水資源使用效率。"
1111005,110,1304,台聚,998098.0000,台聚高雄廠,4.0020,產品,ISO 46001,"2021年目標
1.每年節水1%
2.回收減少水資源排放5,280公噸"
1111005,110,1305,華夏,2964600.0000,華夏頭份廠、華聚林園廠、台氯林園廠,2.6200,產品,N,"1.承諾每年提升回收水量比率5.2%。
2.加大HBF回收量減少自來水用量。
3.評估超過濾設備回收放流水使用。
4.單位內部再檢討用水狀態及加強巡檢防止漏水、溢流。
5.評估使用再生水作為新水源可能性。"
1111005,110,1307,三芳,165861.0000,母公司,219.3900,百萬營業額,N,見年報資料p65
1111005,110,1308,亞聚,508888.0000,亞聚林園廠,3.7400,產品,N,"1. 冷凝水回收、冷卻水塔冷卻水循環利用，2021年用水回收率(R1) 99.2%；
2. 規劃配合高雄市政府廢水回收政策，研擬部分用水使用廢水回收廠之再生水；
3. 放流水優於法規下，經由地下管線排放至林園工業區廢水處理廠處理；
4. 政府因缺水問題，階段性限水之因應措施。"
1111005,110,1309,台達化,1110246.0000,前鎮廠、林園廠、頭份廠、中山廠,1.9500,產品,N,"1.放流水符合排放標準
2.單位產品耗水量減少
3.持續推動廢水回收再利用"
1111005,110,1310,台苯,1427585.0000,110年高雄廠原水用量。,3.7700,產品,N,每年訂定單位產品之用水量標準值，並列為本廠之重點管理目標，每日由統計用量並檢視水耗用比值狀況。
1111005,110,1312,國喬,2469000.0000,國喬石油化學股份有限公司高雄廠,135.9300,營業額,N,鑒於近年來氣候變遷造成水環境急遽變化，澇旱發生交替越趨頻繁，外界利害關係人對於水資源議題日益關切。為及早因應複雜之水資源問題，有效整合預防、節約等管理概念，本公司已完成水風險因子鑑別與因應，並依循水資源管理政策與承諾執行水回收。
1111005,110,1313,聯成,142250.0000,聯成林園廠,,,N,"1.提升中水處理能力，循環再利用。
2.收集雨水節約再利用。
3.減少產品轉換設備清洗。
4.收集冷凝水，提高節水及熱回收。"
1111005,110,1314,中石化,8856000.0000,僅母公司,0.0003,"用水量:8,856,000公噸，營業收入:35,163,380仟元",N,"【水資源管理】：以「廢水零排放」為終極目標，秉持「盤點」、
「減量」與「循環」三原則，在水資源管理深耕發展，並根據三原
則，延伸規劃「廢水減量」、「廢水回收」、「新增水源」、「廢
水零排放」四大階段，逐步提升用水效率之改善計畫與策略；第一
階段先以熱整合之節水、智能化控制、廢水減量減排以達到「廢水
減量」；第二階段以廢水回收之概念則將製程冷凝水、蒸汽冷凝水
、超純水回收利用；第三階段則藉由雨水回收及使用廠外供應之再
生水來新增水源作為；最後階段以廢水零排放為目標，將排放冷卻
水回收利用、生化二級處理之放流水回收及熱處理回收水，藉由以
上階段來有效達成水資源管理。
【減量目標】：以基準年(2014年)之每公噸產品耗水量為基礎，設
定每年2%的節水目標，預計到達目標年(2030年)可將用水量降至基
準年的68%。2021年中石化三廠共進行12個新節水計畫，預計年化
節水效益可達321,955公噸。2021年三廠節水目標為165,098公噸，
實際節水效益達139,074公噸，達成率為79.7%。雖然未能達到年度
目標，但中石化的製程用水回收率已接近100%。未來我們將完善各
項節水措施與計畫，逐步提高效果以實現2030年的節水目標。"
1111005,110,1315,達新,4590.0000,母公司,,,N,本公司透過行政管理，加強宣導，以每年至少降低1%的碳排量為減量目標。
1111005,110,1319,東陽,701176.0000,母公司,51.0600,百萬營業額,N,2021年水回收量佔自來水使用量8.3%；2030年水回收量將佔自來水使用量10%。
1111005,110,1321,大洋,96.8400,母公司,0.6834,產品,N,節水、中水回收、以2019年密集度為基準每年降1%
1111005,110,1323,永裕,146951.0000,"台灣永裕 71740公噸
上海永裕 71926公噸
威瑪精密化學 3285公噸",0.0376,台灣永裕 (71740)/1907428千元=0.0376,N,"甲、	水源開發:設立雨水集槽區,回收使用,同時引用地下水使用。RO廢水回收使用。
乙、	製程用水循環再利用。
丙、	加裝物理性除垢裝置（防止管路設備腐蝕,節水10%）。
丁、	每月掌握水資源管理績效及台灣水情等資訊。
戊、	海報、標語與教育課程等多元方式宣導，讓節水觀念融入規劃、設計、生產      及至辦公生活的每個細節。
節水目標:每年減少自來水使用量1%以上"
1111005,110,1324,地球,39128.3300,母公司(幼一二廠),0.0000,營業額,N,本公司長年關注水資源節能環保議題，在節水計畫方面，從全面落實日常生活節約用水做起，將可利用之水資源發揮更大效益。廠區投入多項改善措施，運用水資源管理及節水技術，致力於水資源回收再利用。
1111005,110,1325,恆大,,,,,N,無資料
1111005,110,1326,台化,32967200.0000,110年母公司、台化出光及台醋公司之台灣廠區,13540.0000,營業額億元,ISO 14046,"1. 採用世界資源研究所(WRI)建立的水資源情境模擬工具，模擬評估水資源匱乏時的衝擊，並擬定對策。
2. 製程優化提高設備運轉效率，減少水資源消耗。
3. 提高雨水、製程廢水回收再利用的比率。"
1111005,110,1337,再生-KY,,,,,N,研議中
1111005,110,1338,廣華-KY,560833.0000,僅重要子公司東莞廣澤汽車飾件有限公司,3.6200,平方米(建築面積),N,工業廢水處理後40%外排，60%回收利用處理
1111005,110,1339,昭輝,100208.0000,母公司,,,N,購買廢水回收設備以達減量
1111005,110,1340,勝悅-KY,,,,,N,研議中
1111005,110,1341,富林-KY,119797.0000,僅子公司同奈廠,7.8300,產品,Higg Index (FEM),"與2020年用基線相比,在2025年水量降5%/產品。 2020年用量水基線為5,544 l&#237;t/kg 產品。"
1111005,110,1342,八貫,,,,,N,無
1111005,110,1402,遠東新,22627000.0000,統計範疇共21個生產據點,2.9300,產品,ISO 46001,生產事業107年設定單位產量取水減量目標，持續降低生產用水單位耗量，並與客戶合作一同減少水資源使用。
1111005,110,1409,新纖,1981972.0000,新光合纖 中壢廠及觀音廠用水統計表,2.0500,產品,N,"減量目標:2025年10%,2030年 20%
水資源管理:水資源優化措施
1.用水減量: 節水設備導入
2.水資源管理:
1.)各深水井加裝流量計
2.)定期進行動、淨水位量測
3.)冬季依規劃進行深水井保養
3.用水回收:
1.)水處理桶槽逆洗水回收再利用，提升用水效率
2.)現場一次冷卻水回收"
1111005,110,1410,南染,,,,,N,無
1111005,110,1413,宏洲,392110.0000,僅母公司,2.5900,產品,N,用水量減少5%
1111005,110,1414,東和,43478.0000,本公司,,,N,無
1111005,110,1416,廣豐,,,,,N,提倡辦公室節約能源
1111005,110,1417,嘉裕,,,,,N,節約用水逐年減少用水量。
1111005,110,1418,東華,3515.0000,本公司新竹廠,,,N,無
1111005,110,1419,新紡,80071.0000,母公司生產區域,0.0118,產品,N,回收代替排放，目標減少水資源投入，於2025年達到減少用水投入10%
1111005,110,1423,利華,2.2070,母公司,0.0000,元營業額,N,尚無具體規劃
1111005,110,1432,大魯閣,,,,,N,尚待擬定
1111005,110,1434,福懋,6137000.0000,台灣廠區,250.5900,營業額 百萬元(新台幣),N,請參閱本公司2021年永續報告書_環境面p.61-66
1111005,110,1435,中福,473.0000,僅母公司,39.0000,無生產活動，以平均每月用水量計算,N,宣導節約用水。
1111005,110,1436,華友聯,0.1700,僅母公司,,,N,採用省水標章之水龍頭、馬桶，同時向員工宣導珍惜水資源之觀念，以符永續發展目標。
1111005,110,1437,勤益控,,,,,N,加強節約用水宣導。
1111005,110,1438,三地開發,,,,,N,無資料，原則上採用省水標章設備以節約用水
1111005,110,1439,雋揚,,,,,N,無。
1111005,110,1440,南紡,808560.0000,仁德廠+太子廠,2.6000,產量公噸,ISO50001與ISO14001,"導入ISO14001(環境管理系統)及ISO50001(能源管理系統)並取得驗證,以系統化之方式進行管理."
1111005,110,1441,大東,,,,,N,無資料
1111005,110,1442,名軒,237.0000,母公司,,,N,未來三年下降5%
1111005,110,1443,立益物流,,,,,N,未訂定尚
1111005,110,1444,力麗,570444.0000,母公司各廠區,1.3800,產品,N,無
1111005,110,1445,大宇,,,,,N,無資料
1111005,110,1446,宏和,23572.0000,母公司,3600.0000,產品,N,無
1111005,110,1447,力鵬,4395898.0000,母公司各廠區,24.7000,產品,N,無
1111005,110,1449,佳和,2075900.0000,母公司,361.1800,產品,N,"汰換高浴比染機,目標節省5%"
1111005,110,1451,年興,704199.0000,2021年母公司總用水量,0.0880,仟元營業額,N,已在工廠裝設回收水管線，預計2022/08/31啟用。
1111005,110,1452,宏益,64039.0000,包含合併財務報表之母子公司,2.2458,產品,N,收集雨水，沉澱過濾後再利用，以達水資源減量之目標。
1111005,110,1453,大將,,,,,N,無資料
1111005,110,1454,台富,,,,,N,暫未訂
1111005,110,1455,集盛,695569.0000,母公司之5個紡織製品製造廠區,3.0000,產品,N,節約用水逐年減少用水量。
1111005,110,1456,怡華,2075.9000,台南官田廠,361.1800,服務,N,汰換高浴比染色機，目標節省5%
1111005,110,1457,宜進,557.0000,僅母公司,27.8500,員工人數,N,減少用水5%
1111005,110,1459,聯發,5853.0000,工廠,0.2427,產品,N,持續宣導節約用水，研究評估廢水排放回收及雨水回收再利用之可行性及效用。
1111005,110,1460,宏遠,2661715.0000,母公司,174.6800,產品,N,100公噸用水量 / 公噸產品
1111005,110,1463,強盛,,,,,N,減少5%
1111005,110,1464,得力,2964.0000,僅母公司,2964.0000,產品,N,"紡織業用水量最大首當其衝為染整廠，染整業因用水量大，如遇訂單滿載常導致水資源不足,還需靠抽取地下水及買水因應。但公司還是加強污水處理完後以回收水進行二次使用包括運用在防治設備及消防水以減量用水。"
1111005,110,1465,偉全,,,,,N,N/A
1111005,110,1466,聚隆,182737.0000,母公司,3.7200,產品,N,廠房辦公室設置節水設備，及使用回收水、節水宣導
1111005,110,1467,南緯,4309.0000,母公司,,,N,"本公司以2022年為基準年,在2027年達到單位產品用水量下降5%"
1111005,110,1468,昶和,,,,,N,無
1111005,110,1470,大統新創,1235482.0000,合併財務報表之母子公司之桃園廠區,171.0000,產量,N,110年~113年將以降低20%為目標
1111005,110,1471,首利,,,,,N,著重員工日常工作的節約用水觀念與設施的改善，並設定用水減量的目標。
1111005,110,1472,三洋實業,,,,,N,無資料
1111005,110,1473,台南,311623.0000,包含合併財務報表之母子公司,0.0150,產品,N,於柬埔寨廠建立車間冷凝水回收及製程廢水回收利用系統，進行汙水回收處理再利用。
1111005,110,1474,弘裕,180011.0000,母公司,,,N,無資料
1111005,110,1475,業旺,,,,,N,"由於公司並無自製生產，
故以降低辦公室使用的水量為主要目標。"
1111005,110,1476,儒鴻,2570840.0000,包含合併財務報表之母子公司,0.0716,營業額,N,"水資源管理
1.遵守當地用水及廢水排放相關法令規範
2.持續進行節水宣導，鼓勵員工提出節水方案
3.開發低用水量之生產技術
4.提升廢水回收比例，減少一次性用水
減量目標
增加廢水回收，目標2025年增至20%"
1111005,110,1477,聚陽,7534.0000,台北總公司,0.2604,營業額(百萬元),ISAE3000、ISO14046(目前正在盤查中，預計於2022年底前盤查完，並取得查證聲明書),水資源管理：(1)導入ISO 14046水盤查，了解總部用水流向。(2)永續資訊及節水措施於電子報及電視牆每季、每月及不定時發送及撥出。(3)辦公室使用省水設備/裝置。
1111005,110,1503,士電,208600.0000,"環境面資訊以母公司之電裝廠、新豐廠、重電廠為主，
不包含台北總公司。",0.0075,百萬公升/百萬元營業額,N,每年用水量降低500 噸
1111005,110,1504,東元,184150.0000,台灣所有廠區,8.0000,營業額,N,台灣各廠區以年減2%為宣導目標
1111005,110,1506,正道,,,,,N,擬訂中
1111005,110,1512,瑞利,22827.0000,母公司,,,N,無資料
1111005,110,1513,中興電,17028.0000,母公司110年度,0.9447,營業額,N,"增加雨水收集再利用,減量目標5%"
1111005,110,1514,亞力,25533.0000,母公司,,,N,無資料
1111005,110,1515,力山,,,,,N,無資料
1111005,110,1516,川飛,,,,,N,N/A
1111005,110,1517,利奇,850.0000,母公司,,,N,安裝節水設備，鼓勵同仁節約用水。
1111005,110,1519,華城,33661.0000,僅母公司,5.3600,產品,N,未設定減量目標
1111005,110,1521,大億,,,,,N,無資料
1111005,110,1522,堤維西,108651.0000,110年,957.4000,營業額,N,持續導入回收水系統降低廠內耗水量
1111005,110,1524,耿鼎,73107.0000,母子公司,0.0429,烤漆數量,N,持續監控使用量及依照廢(污)水排放許可證處理
1111005,110,1525,江申,19584.0000,母公司,15.3500,噸/百萬元營業額,N,年度用水減量1%
1111005,110,1526,日馳,12896.0000,母公司,,,N,"取水量符合法令規定標準,排放之廢水對當地無生態重大影響"
1111005,110,1527,鑽全,22594.0000,110年,502.0888,營業額,ISO14001,採購省水設備
1111005,110,1528,恩德,,,,,N,"為提升水資源之使用效率，本公司宜妥善與永續利用水資源，並訂定相關管理措施。
本公司宜興建與強化相關環境保護處理設施，以避免污染水、空氣與土地；並盡最大努力減少對人類健康與環境之不利影響，採行最佳可行的污染防治和控制技術之措施。"
1111005,110,1529,樂事綠能,,,,,N,NA
1111005,110,1530,亞崴,,,,,N,無
1111005,110,1531,高林股,,,,,N,無資料
1111005,110,1532,勤美,129319.0000,勤美金屬成型事業處,5.6700,產品,N,水資源很珍貴，氣候變遷造成水源枯竭是全球必須共同面對的議題。水資源雖為共享資源，勤美集團亦非水資源使用密集產業，但根據世界資源研究學院（World Resources Institute，WRI）繪製之水風險地圖，各營運據點水資源壓力分別位於低至高度壓力區(台灣勤美小於10%；天津勤威20-40%；蘇州勤堡、蘇州勤美達40-80%)，因此在水資源的管控上，仍然依據減量、再利用與回收三項策略進行水資源管理，並建立有查漏制度及操作維護管理制度，透過定期巡檢並藉由專案改善工程、自主管理及提案改善等方式勵行節約用水政策，實際掌控廠區內用水狀況。
1111005,110,1533,車王電,30.0000,母公司,30.0000,產值,N,節約用水
1111005,110,1535,中宇,,,,,N,無
1111005,110,1536,和大,149646.0000,僅母公司,22.3800,百萬營業額,ISO14001:2015,回收水再利用
1111005,110,1537,廣隆,324636.0000,包含合併財務報表之母子公司,17.8600,仟元營業額/噸,N,"(1)將不明及未使用到的管路進行斷路工程，並降低衡壓馬達的壓力來降低用水量，增加部份水錶來管控用水量。
(2)將處理過的水體進行統一集中蓄水後，再供給其它設備再利用，以提高水資源的多元利用及減排措施。"
1111005,110,1538,正峰,,,,,N,無
1111005,110,1539,巨庭,,,,,N,提升水冷氣效能以節省用水量
1111005,110,1540,喬福,2.1770,110/01-110/12,,,N,無相關目標
1111005,110,1541,錩泰,59196.0000,僅母公司,0.0095,營業額,N,因應全球氣候變遷，供水穩定化成為各國面臨的問題。以年整體用水密集度(總用水量/百萬美元產值)下降5%為目標。
1111005,110,1558,伸興,271676.0000,合併財務報表之母子公司,0.0705,產品,AA1000 永續報告書查證聲明,請見永續報告書7.1章，本公司CSR委員會已要求集團四廠區皆須訂用水強度目標。
1111005,110,1560,中砂,1464402.6000,母公司,267.7500,百萬元營業額,N,於廠內使用水資源秉持著節約與朝向回收多次使用之方向規畫，並提倡所有員工節約用水之重要。目前朝向節水或提升回收水比例方向，目標以每年提升回收水使用率1%以上。生產製程產生之廢水，另收集後再回收使用，廠區回收水比例：鶯歌廠為6.5%、樹林廠為9.2%、新竹廠為22%；回收水再使用措施包含：水刀機製程回收水再利用、冷凝水回收與RO水回收使用。
1111005,110,1568,倉佑,16815.0000,僅母公司,14.0600,百萬營業額,N,無資料
1111005,110,1582,信錦,,,,,ISO 50001,無
1111005,110,1583,程泰,40.6200,110/01-110/12,,,N,無相關目標
1111005,110,1587,吉茂,45949.0000,110年,,,N,廠房自來水供水系統規劃完善，部份生產用水可經處理後回收再利用
1111005,110,1589,永冠-KY,318277.0000,合併財務報表之子公司,1.5900,產品,N,"為了避免氣候變遷造成的暴雨或乾旱影響，減少水資源依賴強度，逐步更換安裝具有省水標章之水龍頭、馬桶等；在製程
方面，要求改善優化製程，部分回收循環再利用，提昇水資源使用效益；另外，依各營運區域當地法規規定，由當地環保
主管機關定期採樣分析，在符合法規之前提下，更自我要求，努力於環境負荷的降低。"
1111005,110,1590,亞德客-KY,852140.0000,包含三個生產工廠，已涵蓋集團90%以上的排放量,53.9600,每百萬元產值,N,"三個生產工廠寧亞、廣亞及台亞分別設定節水目標為2025年每增加萬元銷售產值產生的耗水量需較2021年減少20%、10%及15%。
。水資源使用減量方面則為製程用水減量、建立汙水處理系統及雨水回收儲存系統、設置省水型水龍頭等節水管措施，以節約並有效利用水資源。廠區訂有節水目標，每月對實際用水超過標準用量之車間進行查驗分析，同時進行節水獎懲管理，鼓勵員工節水。"
1111005,110,1597,直得,36038.0000,母公司,24.9000,每百萬營業額,ISO 14001,"1.雨水回收：利用雨水回收槽內的雨水進行廁所小便斗、馬桶沖洗，以及植栽噴罐，以達到減少自來水用量。
2.廢研磨砂中切削液回收：製程中，研磨後會產生廢研磨砂，而廢研磨砂內含有約平均37%切削液，利用離心
脫水機將切削液濾出後再回收至機台中循環利用，減少自來水添加。"
1111005,110,1598,岱宇,21787.0000,本公司彰化一廠、二廠、五廠、台中辦公室,0.0032,營業額仟元,N,初期階段先以逐年減量為目標
1111005,110,1603,華電,,,,,N,無
1111005,110,1604,聲寶,,,,,N,籌劃中
1111005,110,1605,華新,16409420.0000,"臺灣區：楊梅廠、新莊廠、鹽水廠、臺中廠。
海外區：東莞華新、江陰華新、江陰合金、上海華新、煙台華新、常熟華新、華新精密",12.0000,產品,N,華新麗華一直致力於『水資源』妥善管理與循環利用最佳化，進行水資源風險衝擊分析與營運持續規劃；並建立源頭管理、合理化減量與回收循環再利用之水資源管理模式，確保公司水系統持續營運及提前擬定缺水危機應變機制，及透過安環資料庫 - 水資源數據平台進行各廠用水平衡分析及與歷史同期數據比較，進行管理與改善。2021年在落實「源頭管理」、「源頭減量」及「循環利用」三大主軸下，臺灣及海外廠區整體節水率持續達到 8.73%之成果。此外，因應水資源匱乏風險，除海外高風險廠區 ( 如上海華新、煙台華新 ) 採廢水零排放、中水回用外；華新麗華持續評估尋求與當地政府合作，配接水資源再生中心的再生水入廠使用，以因應氣候變遷恐導致水資源供應不穩情況之風險。
1111005,110,1608,華榮,41248.0000,涵蓋範圍僅限華榮電線電纜股份有限公司高楠工廠廠區,5.6200,百萬營業額,N,以回收循環再使用為目標
1111005,110,1609,大亞,106174.0000,大亞電線電纜,7.8000,營業額,ISO 50001,每噸成品耗水量降低20%
1111005,110,1611,中電,4984.0000,工廠,,,N,水龍頭加裝節流裝置或老舊如有損壞更換省水標章產品，使用水量降至4734公噸以下目標降5%
1111005,110,1612,宏泰,64843.0000,僅母公司,,,ISO14001,冷卻水回收再利用
1111005,110,1614,三洋電,59147.0000,母子公司,10.6375,噸/百萬元,N,廢污水、飲用水定期檢測申報，皆符合法規：ISO14001管理方案檢討水資源減量落實環境管理
1111005,110,1615,大山,9299.0000,母公司,2.0000,產品,N,"1.減少水資源浪費,增加回收使用率. 2.使用節水器具,減少水資源浪費."
1111005,110,1616,億泰,15895.0000,母公司,5.3100,營業額,N,無
1111005,110,1617,榮星,,,,,N,無
