出表日期,報告年度,公司代號,公司名稱,董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率
1111005,110,1446,宏和,9,3,2席,22.22%,81.82%,55.56%
1111005,110,1447,力鵬,9,3,2席,22.22%,95.72%,100.00%
1111005,110,1449,佳和,11,3,0席,0.00%,73.00%,80.00%
1111005,110,1451,年興,9,3,0席,0.00%,94.95%,100.00%
1111005,110,1452,宏益,9,3,1席,11.11%,92.06%,100.00%
1111005,110,1453,大將,7,3,1席,14.29%,96.00%,14.29%
1111005,110,1454,台富,9,2,0席,0.00%,100.00%,44.00%
1111005,110,1455,集盛,10,3,1席,10.00%,100.00%,80.00%
1111005,110,1456,怡華,9,2,1席,11.00%,100.00%,83.00%
1111005,110,1457,宜進,9,3,3席,33.33%,81.00%,100.00%
1111005,110,1459,聯發,9,3,0席,0.00%,96.30%,100.00%
1111005,110,1460,宏遠,11,3,0席,0.00%,90.90%,100.00%
1111005,110,1463,強盛,7,2,1席,11.11%,97.22%,44.44%
1111005,110,1464,得力,7,3,0席,0.00%,100.00%,100.00%
1111005,110,1465,偉全,7,3,1席,14.29%,97.62%,100.00%
1111005,110,1466,聚隆,10,3,2席,20.00%,98.00%,100.00%
1111005,110,1467,南緯,11,3,1席,9.09%,100.00%,0.00%
1111005,110,1468,昶和,7,3,1席,14.28%,100.00%,100.00%
1111005,110,1470,大統新創,11,3,0席,0.00%,100.00%,27.30%
1111005,110,1471,首利,7,3,2席,28.57%,88.89%,42.86%
1111005,110,1472,三洋實業,7,3,1席,14.28%,92.06%,57.14%
1111005,110,1473,台南,11,3,4席,36.36%,88.91%,100.00%
1111005,110,1474,弘裕,11,3,1席,9.09%,96.49%,45.45%
1111005,110,1475,業旺,5,3,1席,20.00%,100.00%,40.00%
1111005,110,1476,儒鴻,12,4,1席,8.33%,100.00%,100.00%
1111005,110,1477,聚陽,15,3,6席,40.00%,97.80%,100.00%
1111005,110,1503,士電,14,3,0席,0.00%,91.07%,100.00%
1111005,110,1504,東元,11,4,2席,18.18%,99.19%,90.91%
1111005,110,1506,正道,9,3,1席,11.11%,96.67%,100.00%
1111005,110,1512,瑞利,7,3,0席,0.00%,87.76%,0.00%
1111005,110,1513,中興電,9,3,1席,11.11%,98.15%,100.00%
1111005,110,1514,亞力,12,3,2席,16.66%,90.41%,16.66%
1111005,110,1515,力山,9,4,1席,11.11%,97.56%,55.56%
1111005,110,1516,川飛,8,3,2席,25.00%,100.00%,75.00%
1111005,110,1517,利奇,7,3,4席,57.00%,100.00%,100.00%
1111005,110,1519,華城,9,3,0席,0.00%,100.00%,100.00%
1111005,110,1521,大億,9,3,1席,11.00%,75.56%,66.67%
1111005,110,1522,堤維西,9,3,0席,0.00%,96.30%,100.00%
1111005,110,1524,耿鼎,10,2,1席,14.28%,82.86%,30.00%
1111005,110,1525,江申,9,2,1席,11.11%,100.00%,100.00%
1111005,110,1526,日馳,9,4,3席,33.33%,100.00%,100.00%
1111005,110,1527,鑽全,11,3,1席,9.10%,85.71%,45.45%
1111005,110,1528,恩德,7,3,1席,14.00%,100.00%,100.00%
1111005,110,1529,樂事綠能,11,3,1席,9.10%,81.00%,9.10%
1111005,110,1530,亞崴,7,3,0席,0.00%,97.00%,100.00%
1111005,110,1531,高林股,7,3,2席,28.57%,69.05%,100.00%
1111005,110,1532,勤美,9,3,2席,22.00%,85.24%,100.00%
1111005,110,1533,車王電,8,3,1席,9.09%,100.00%,100.00%
1111005,110,1535,中宇,11,3,1席,9.09%,95.45%,100.00%
1111005,110,1536,和大,13,3,3席,23.00%,90.77%,100.00%
1111005,110,1537,廣隆,9,3,0席,0.00%,100.00%,100.00%
1111005,110,1538,正峰,5,2,0席,0.00%,95.74%,28.57%
1111005,110,1539,巨庭,7,3,2席,29.00%,94.00%,100.00%
1111005,110,1540,喬福,7,3,1席,14.29%,100.00%,0.00%
1111005,110,1541,錩泰,5,2,3席,60.00%,98.00%,0.00%
1111005,110,1558,伸興,10,3,0席,0.00%,98.65%,100.00%
1111005,110,1560,中砂,7,3,0席,0.00%,100.00%,100.00%
1111005,110,1568,倉佑,9,3,1席,11.11%,91.80%,100.00%
1111005,110,1582,信錦,7,4,1席,14.29%,100.00%,100.00%
1111005,110,1583,程泰,9,3,1席,11.11%,97.53%,100.00%
1111005,110,1587,吉茂,7,3,0席,0.00%,95.24%,100.00%
1111005,110,1589,永冠-KY,11,3,1席,9.09%,98.65%,100.00%
1111005,110,1590,亞德客-KY,9,3,1席,0.11%,90.74%,44.44%
1111005,110,1597,直得,8,3,3席,37.50%,95.83%,100.00%
1111005,110,1598,岱宇,6,3,1席,17.00%,98.00%,100.00%
1111005,110,1603,華電,5,3,1席,20.00%,88.57%,60.00%
1111005,110,1604,聲寶,7,3,0席,0.00%,97.40%,71.43%
1111005,110,1605,華新,11,4,2席,18.18%,96.59%,100.00%
1111005,110,1608,華榮,7,3,1席,14.29%,83.33%,85.71%
1111005,110,1609,大亞,9,4,2席,22.00%,96.00%,100.00%
1111005,110,1611,中電,10,2,1席,10.00%,87.00%,90.00%
1111005,110,1612,宏泰,8,3,1席,12.50%,98.21%,100.00%
1111005,110,1614,三洋電,13,3,3席,23.00%,89.74%,7.69%
1111005,110,1615,大山,5,2,2席,40.00%,66.00%,20.00%
1111005,110,1616,億泰,7,3,1席,14.29%,100.00%,0.00%
1111005,110,1617,榮星,7,3,1席,14.00%,89.00%,57.00%
1111005,110,1618,合機,9,3,2席,22.00%,100.00%,100.00%
1111005,110,1626,艾美特-KY,9,3,1席,11.11%,97.10%,100.00%
1111005,110,1701,中化,4,2,1席,25.00%,92.86%,100.00%
1111005,110,1702,南僑,9,3,2席,22.22%,65.43%,100.00%
1111005,110,1707,葡萄王,12,4,5席,42.00%,97.00%,100.00%
1111005,110,1708,東鹼,10,3,0席,0.00%,88.00%,90.00%
1111005,110,1709,和益,19,4,2席,10.50%,87.00%,0.00%
1111005,110,1710,東聯,11,3,1席,9.10%,95.00%,100.00%
1111005,110,1711,永光,11,3,1席,9.00%,100.00%,100.00%
1111005,110,1712,興農,9,3,1席,11.11%,100.00%,100.00%
1111005,110,1713,國化,2,3,2席,40.00%,100.00%,100.00%
1111005,110,1714,和桐,9,3,1席,11.00%,100.00%,100.00%
1111005,110,1717,長興,10,3,2席,20.00%,93.83%,40.00%
1111005,110,1720,生達,7,3,2席,28.57%,96.08%,100.00%
1111005,110,1721,三晃,6,3,1席,16.67%,80.88%,66.67%
1111005,110,1722,台肥,9,3,2席,22.22%,93.82%,77.77%
1111005,110,1723,中碳,9,3,1席,11.11%,95.20%,100.00%
1111005,110,1725,元禎,7,3,1席,14.00%,98.00%,14.00%
1111005,110,1726,永記,7,3,1席,14.29%,94.29%,71.43%
1111005,110,1727,中華化,10,4,1席,10.00%,100.00%,100.00%
1111005,110,1730,花仙子,7,3,4席,57.14%,94.64%,100.00%
1111005,110,1731,美吾華,13,3,4席,30.77%,96.15%,53.85%
1111005,110,1732,毛寶,7,3,4席,57.14%,100.00%,100.00%
1111005,110,1733,五鼎,6,4,1席,16.70%,100.00%,100.00%
1111005,110,1734,杏輝,11,3,1席,9.09%,96.92%,100.00%
1111005,110,1735,日勝化,9,3,0席,0.00%,97.83%,11.11%
1111005,110,1736,喬山,11,3,3席,27.00%,97.70%,95.00%
1111005,110,1737,臺鹽,8,3,2席,25.00%,100.00%,88.00%
1111005,110,1752,南光,7,3,1席,14.28%,100.00%,100.00%
1111005,110,1760,寶齡富錦,8,3,1席,11.00%,98.00%,100.00%
1111005,110,1762,中化生,7,3,2席,28.57%,96.43%,100.00%
1111005,110,1773,勝一,9,3,2席,2.22%,87.00%,100.00%
1111005,110,1776,展宇,9,3,1席,11.11%,98.61%,100.00%
1111005,110,1783,和康生,7,3,3席,42.85%,100.00%,100.00%
1111005,110,1786,科妍,9,3,1席,11.11%,97.78%,100.00%
1111005,110,1789,神隆,15,3,3席,20.00%,98.10%,100.00%
1111005,110,1795,美時,9,3,1席,11.11%,90.91%,100.00%
1111005,110,1802,台玻,15,3,1席,6.67%,96.70%,53.30%
1111005,110,1805,寶徠,9,3,1席,11.11%,90.74%,100.00%
1111005,110,1806,冠軍,7,3,1席,14.29%,100.00%,42.86%
1111005,110,1808,潤隆,7,3,1席,14.29%,96.43%,42.86%
1111005,110,1809,中釉,9,3,1席,11.11%,98.44%,100.00%
1111005,110,1810,和成,7,3,0席,0.00%,77.55%,100.00%
1111005,110,1817,凱撒衛,8,4,1席,12.50%,96.00%,100.00%
1111005,110,1903,士紙,7,3,2席,28.57%,88.00%,28.57%
1111005,110,1904,正隆,9,3,1席,11.00%,100.00%,100.00%
1111005,110,1905,華紙,9,3,0席,0.00%,100.00%,100.00%
1111005,110,1906,寶隆,5,2,1席,20.00%,87.69%,60.00%
1111005,110,1907,永豐餘,9,4,2席,22.20%,95.10%,100.00%
1111005,110,1909,榮成,9,3,0席,0.00%,97.14%,100.00%
1111005,110,2002,中鋼,11,3,1席,9.09%,98.70%,100.00%
1111005,110,2006,東和鋼鐵,11,3,0席,0.00%,100.00%,100.00%
1111005,110,2007,燁興,7,3,0席,0.00%,91.00%,100.00%
1111005,110,2008,高興昌,9,3,1席,11.11%,96.30%,66.67%
1111005,110,2009,第一銅,7,3,1席,14.29%,88.10%,88.89%
1111005,110,2010,春源,11,3,1席,9.00%,93.00%,36.00%
1111005,110,2012,春雨,8,3,1席,12.50%,96.43%,100.00%
1111005,110,2013,中鋼構,11,3,1席,9.00%,97.00%,100.00%
1111005,110,2014,中鴻,7,3,1席,14.29%,98.41%,100.00%
1111005,110,2015,豐興,13,3,0席,0.00%,95.60%,100.00%
1111005,110,2017,官田鋼,11,2,1席,9.09%,87.00%,100.00%
1111005,110,2020,美亞,9,3,1席,11.00%,95.70%,100.00%
1111005,110,2022,聚亨,5,3,1席,20.00%,90.00%,0.00%
1111005,110,2023,燁輝,7,3,0席,0.00%,96.83%,100.00%
1111005,110,2024,志聯,7,3,3席,42.85%,100.00%,85.71%
1111005,110,2025,千興,6,2,2席,33.33%,100.00%,15.00%
1111005,110,2027,大成鋼,11,3,3席,27.27%,90.00%,91.00%
1111005,110,2028,威致,7,3,2席,28.57%,85.71%,71.42%
1111005,110,2029,盛餘,10,3,0席,0.00%,98.00%,30.00%
1111005,110,2030,彰源,7,3,0席,0.00%,98.71%,100.00%
1111005,110,2031,新光鋼,9,3,0席,0.00%,98.40%,100.00%
1111005,110,2032,新鋼,9,3,1席,11.11%,93.06%,33.33%
1111005,110,2033,佳大,7,3,2席,28.57%,80.95%,0.00%
1111005,110,2034,允強,9,4,1席,11.10%,100.00%,100.00%
1111005,110,2038,海光,9,3,0席,0.00%,96.30%,0.00%
1111005,110,2049,上銀,9,3,3席,33.33%,100.00%,100.00%
1111005,110,2059,川湖,7,4,2席,28.57%,100.00%,57.14%
1111005,110,2062,橋椿,7,3,2席,28.57%,97.62%,100.00%
1111005,110,2069,運錩,7,3,1席,14.28%,97.62%,100.00%
1111005,110,2101,南港,9,3,5席,55.56%,88.76%,88.89%
1111005,110,2102,泰豐,9,3,1席,11.11%,95.58%,33.33%
1111005,110,2103,台橡,7,3,1席,14.00%,100.00%,100.00%
1111005,110,2104,國際中橡,7,3,0席,0.00%,93.22%,100.00%
1111005,110,2105,正新,11,3,2席,18.00%,100.00%,100.00%
1111005,110,2106,建大,11,3,1席,9.09%,98.48%,100.00%
1111005,110,2107,厚生,9,3,0席,0.00%,100.00%,100.00%
1111005,110,2108,南帝,20,4,3席,15.00%,96.00%,100.00%
1111005,110,2109,華豐,0,0,0席,0.00%,0.00%,0.00%
1111005,110,2114,鑫永銓,9,3,0席,0.00%,100.00%,100.00%
1111005,110,2115,六暉-KY,9,3,3席,33.33%,97.22%,100.00%
1111005,110,2201,裕隆,9,3,1席,11.11%,92.60%,100.00%
1111005,110,2204,中華,10,3,2席,20.00%,100.00%,100.00%
1111005,110,2206,三陽工業,9,3,1席,11.11%,90.28%,100.00%
1111005,110,2207,和泰車,14,3,2席,14.29%,100.00%,100.00%
1111005,110,2208,台船,15,3,1席,6.67%,86.67%,87.00%
1111005,110,2211,長榮鋼,7,3,3席,42.86%,100.00%,100.00%
1111005,110,2227,裕日車,11,3,1席,9.09%,96.36%,100.00%
1111005,110,2228,劍麟,7,3,2席,28.57%,95.00%,100.00%
1111005,110,2231,為升,7,3,2席,28.57%,100.00%,100.00%
1111005,110,2233,宇隆,9,3,0席,0.00%,94.44%,100.00%
1111005,110,2236,百達-KY,7,3,1席,14.29%,96.55%,100.00%
1111005,110,2239,英利-KY,7,3,1席,14.30%,84.13%,100.00%
1111005,110,2241,艾姆勒,7,3,1席,14.29%,100.00%,100.00%
1111005,110,2243,宏旭-KY,7,3,1席,14.29%,82.14%,100.00%
1111005,110,2247,汎德永業,7,3,2席,28.57%,98.41%,100.00%
1111005,110,2250,IKKA-KY,9,3,0席,0.00%,100.00%,100.00%
1111005,110,2301,光寶科,10,5,0席,0.00%,97.33%,100.00%
1111005,110,2302,麗正,5,2,3席,60.00%,84.21%,81.25%
1111005,110,2303,聯電,9,5,2席,22.22%,98.72%,100.00%
1111005,110,2305,全友,9,3,1席,11.11%,94.44%,33.33%
1111005,110,2308,台達電,10,4,1席,10.00%,100.00%,100.00%
1111005,110,2312,金寶,15,3,1席,6.67%,86.67%,100.00%
1111005,110,2313,華通,9,3,1席,11.11%,95.56%,33.33%
1111005,110,2314,台揚,7,3,1席,14.29%,97.00%,100.00%
1111005,110,2316,楠梓電,9,3,2席,22.00%,92.59%,100.00%
1111005,110,2317,鴻海,9,3,1席,11.11%,85.19%,55.56%
1111005,110,2321,東訊,9,3,2席,22.22%,95.06%,88.89%
1111005,110,2323,中環,9,3,3席,33.00%,91.00%,55.56%
1111005,110,2324,仁寶,15,3,0席,0.00%,96.19%,66.67%
1111005,110,2327,國巨,9,3,0席,0.00%,82.22%,44.00%
1111005,110,2328,廣宇,7,3,0席,0.00%,98.00%,29.00%
1111005,110,2329,華泰,7,3,0席,0.00%,86.96%,85.71%
1111005,110,2330,台積電,10,6,1席,10.00%,100.00%,40.00%
1111005,110,2331,精英,8,2,0席,0.00%,95.80%,100.00%
1111005,110,2332,友訊,9,3,0席,0.00%,91.30%,100.00%
1111005,110,2337,旺宏,14,4,2席,14.29%,94.90%,100.00%
1111005,110,2338,光罩,6,2,1席,16.67%,100.00%,85.71%
1111005,110,2340,台亞,7,3,0席,0.00%,92.14%,100.00%
1111005,110,2342,茂矽,9,3,1席,11.11%,94.44%,100.00%
1111005,110,2344,華邦電,11,4,2席,18.18%,100.00%,100.00%
1111005,110,2345,智邦,8,5,1席,12.50%,90.28%,100.00%
1111005,110,2347,聯強,7,3,1席,14.29%,97.62%,100.00%
1111005,110,2348,海悅,7,2,1席,14.26%,92.86%,28.57%
1111005,110,2349,錸德,7,3,2席,28.57%,100.00%,100.00%
1111005,110,2351,順德,9,4,0席,0.00%,97.44%,100.00%
1111005,110,2352,佳世達,7,3,0席,0.00%,100.00%,100.00%
1111005,110,2353,宏碁,7,4,1席,14.29%,95.24%,100.00%
1111005,110,2354,鴻準,5,3,0席,0.00%,82.81%,20.00%
1111005,110,2355,敬鵬,9,3,2席,22.22%,96.30%,100.00%
1111005,110,2356,英業達,9,3,0席,0.00%,97.44%,100.00%
1111005,110,2357,華碩,13,3,0席,0.00%,99.04%,100.00%
1111005,110,2358,廷鑫,9,3,3席,33.33%,92.00%,100.00%
1111005,110,2359,所羅門,7,2,1席,14.00%,100.00%,100.00%
1111005,110,2360,致茂,7,3,0席,0.00%,100.00%,100.00%
1111005,110,2362,藍天,7,3,1席,14.00%,98.00%,100.00%
1111005,110,2363,矽統,8,3,2席,25.00%,92.62%,75.00%
1111005,110,2364,倫飛,10,3,0席,0.00%,90.79%,0.00%
1111005,110,2365,昆盈,7,3,0席,0.00%,84.00%,57.14%
1111005,110,2367,燿華,7,3,1席,14.29%,100.00%,100.00%
1111005,110,2369,菱生,9,3,0席,0.00%,100.00%,100.00%
1111005,110,2371,大同,7,2,0席,0.00%,100.00%,85.71%
1111005,110,2373,震旦行,7,3,2席,28.57%,100.00%,100.00%
1111005,110,2374,佳能,9,3,0席,0.00%,100.00%,100.00%
1111005,110,2375,凱美,5,2,0席,0.00%,92.31%,40.00%
1111005,110,2376,技嘉,9,3,0席,0.00%,98.04%,100.00%
1111005,110,2377,微星,11,3,1席,9.09%,100.00%,100.00%
1111005,110,2379,瑞昱,10,3,1席,10.00%,98.00%,30.00%
1111005,110,2380,虹光,7,4,0席,0.00%,96.36%,100.00%
1111005,110,2382,廣達,6,3,0席,0.00%,97.62%,42.86%
1111005,110,2383,台光電,7,3,0席,0.00%,98.00%,100.00%
1111005,110,2385,群光,8,3,1席,12.50%,97.50%,100.00%
1111005,110,2387,精元,7,2,4席,57.14%,97.62%,42.86%
1111005,110,2388,威盛,7,3,1席,14.29%,95.24%,100.00%
1111005,110,2390,云辰,7,3,3席,43.00%,98.00%,100.00%
1111005,110,2392,正崴,9,3,1席,11.11%,100.00%,33.33%
1111005,110,2393,億光,9,4,0席,0.00%,97.00%,100.00%
1111005,110,2395,研華,7,3,1席,14.00%,94.00%,100.00%
1111005,110,2397,友通,7,3,0席,0.00%,100.00%,100.00%
1111005,110,2399,映泰,7,3,1席,14.28%,100.00%,14.28%
1111005,110,2401,凌陽,7,4,0席,0.00%,98.90%,100.00%
1111005,110,2402,毅嘉,7,3,1席,14.29%,97.14%,71.43%
1111005,110,2404,漢唐,9,3,2席,22.22%,98.88%,77.77%
1111005,110,2405,輔信,7,3,4席,57.14%,98.70%,100.00%
1111005,110,2406,國碩,7,3,1席,14.28%,96.00%,100.00%
1111005,110,2408,南亞科,12,3,2席,16.67%,95.83%,100.00%
1111005,110,2409,友達,8,5,2席,25.00%,98.04%,100.00%
1111005,110,2412,中華電,13,5,1席,7.69%,97.20%,100.00%
1111005,110,2413,環科,8,3,2席,18.00%,98.00%,100.00%
1111005,110,2414,精技,9,3,1席,11.11%,100.00%,100.00%
1111005,110,2415,錩新,7,3,1席,14.20%,96.00%,56.00%
1111005,110,2417,圓剛,7,3,0席,0.00%,98.33%,100.00%
1111005,110,2419,仲琦,10,3,2席,20.00%,100.00%,100.00%
1111005,110,2420,新巨,7,2,0席,0.00%,97.96%,100.00%
1111005,110,2421,建準,9,4,3席,33.33%,94.44%,55.56%
1111005,110,2423,固緯,9,3,1席,11.11%,96.00%,78.00%
1111005,110,2424,隴華,9,4,1席,11.00%,95.00%,33.00%
1111005,110,2425,承啟,5,2,0席,0.00%,93.33%,35.71%
1111005,110,2427,三商電,7,2,0席,0.00%,97.62%,100.00%
1111005,110,2428,興勤,7,3,1席,14.29%,97.96%,100.00%
1111005,110,2429,銘旺科,7,2,0席,0.00%,98.00%,42.00%
1111005,110,2430,燦坤,7,3,1席,14.29%,98.21%,100.00%
1111005,110,2431,聯昌,10,3,2席,0.20%,97.75%,100.00%
1111005,110,2433,互盛電,7,3,1席,14.29%,96.43%,100.00%
1111005,110,2434,統懋,7,3,4席,57.14%,80.76%,28.57%
1111005,110,2436,偉詮電,7,2,1席,14.00%,100.00%,100.00%
1111005,110,2438,翔耀,7,3,1席,14.00%,100.00%,42.28%
1111005,110,2439,美律,9,3,1席,11.00%,100.00%,100.00%
1111005,110,2440,太空梭,7,3,1席,14.29%,100.00%,14.29%
1111005,110,2441,超豐,9,3,0席,0.00%,93.65%,44.40%
1111005,110,2442,新美齊,7,3,0席,0.00%,100.00%,100.00%
1111005,110,2443,昶虹,7,3,1席,14.28%,80.00%,0.00%
1111005,110,2444,兆勁,6,3,2席,33.33%,96.77%,100.00%
1111005,110,2449,京元電子,9,3,0席,0.00%,100.00%,44.44%
1111005,110,2450,神腦,11,3,0席,0.00%,100.00%,54.54%
1111005,110,2451,創見,9,3,2席,22.22%,91.11%,100.00%
1111005,110,2453,凌群,7,3,2席,29.00%,100.00%,57.00%
1111005,110,2454,聯發科,8,3,0席,0.00%,98.68%,100.00%
1111005,110,2455,全新,11,3,1席,9.09%,95.45%,81.82%
1111005,110,2457,飛宏,10,3,0席,0.00%,90.24%,100.00%
1111005,110,2458,義隆,9,4,0席,0.00%,100.00%,100.00%
1111005,110,2459,敦吉,9,3,0席,0.00%,96.00%,33.00%
1111005,110,2460,建通,7,3,0席,0.00%,97.67%,71.40%
1111005,110,2461,光群雷,7,3,3席,43.00%,100.00%,100.00%
1111005,110,2462,良得電,9,3,1席,11.11%,92.00%,44.44%
1111005,110,2464,盟立,5,2,2席,40.00%,94.00%,100.00%
1111005,110,2465,麗臺,7,3,0席,0.00%,100.00%,50.00%
1111005,110,2466,冠西電,9,3,2席,22.22%,96.88%,44.44%
1111005,110,2467,志聖,7,3,0席,0.00%,100.00%,14.00%
1111005,110,2468,華經,7,3,4席,57.14%,100.00%,85.71%
1111005,110,2471,資通,7,2,1席,14.00%,93.00%,100.00%
1111005,110,2472,立隆電,7,2,0席,0.00%,100.00%,100.00%
1111005,110,2474,可成,7,3,0席,0.00%,95.24%,42.86%
1111005,110,2476,鉅祥,7,3,2席,29.00%,100.00%,100.00%
1111005,110,2477,美隆電,10,3,1席,10.00%,95.58%,30.00%
1111005,110,2478,大毅,9,3,2席,22.22%,100.00%,100.00%
1111005,110,2480,敦陽科,10,3,1席,10.00%,96.00%,100.00%
1111005,110,2481,強茂,7,3,0席,0.00%,89.80%,85.71%
1111005,110,2482,連宇,7,3,0席,0.00%,95.92%,14.29%
1111005,110,2483,百容,9,3,2席,22.00%,100.00%,100.00%
1111005,110,2484,希華,10,3,0席,0.00%,97.50%,100.00%
1111005,110,2485,兆赫,13,3,0席,0.00%,60.00%,30.76%
1111005,110,2486,一詮,7,3,0席,0.00%,89.80%,57.14%
1111005,110,2488,漢平,13,3,0席,0.00%,100.00%,100.00%
1111005,110,2489,瑞軒,11,4,2席,18.00%,97.00%,100.00%
1111005,110,2491,吉祥全,7,3,2席,28.57%,100.00%,100.00%
1111005,110,2492,華新科,9,3,0席,0.00%,93.06%,100.00%
1111005,110,2493,揚博,7,2,1席,14.29%,100.00%,43.00%
1111005,110,2495,普安,7,4,0席,0.00%,100.00%,100.00%
1111005,110,2496,卓越,9,3,5席,56.00%,93.00%,100.00%
1111005,110,2497,怡利電,9,3,1席,11.00%,87.41%,100.00%
1111005,110,2498,宏達電,7,3,1席,14.28%,94.28%,71.43%
1111005,110,2501,國建,9,3,1席,11.00%,100.00%,100.00%
1111005,110,2504,國產,12,3,1席,8.33%,100.00%,100.00%
1111005,110,2505,國揚,9,3,1席,11.00%,100.00%,100.00%
1111005,110,2506,太設,9,3,1席,11.00%,96.00%,100.00%
1111005,110,2509,全坤建,7,3,0席,0.00%,85.71%,42.86%
1111005,110,2511,太子,14,2,2席,14.00%,95.00%,100.00%
1111005,110,2514,龍邦,7,3,1席,14.29%,96.42%,57.14%
1111005,110,2515,中工,9,3,1席,10.00%,93.00%,100.00%
1111005,110,2516,新建,7,2,2席,29.00%,80.00%,100.00%
1111005,110,2520,冠德,9,3,3席,33.33%,87.50%,100.00%
1111005,110,2524,京城,7,3,1席,14.29%,91.79%,0.00%
1111005,110,2527,宏璟,11,3,4席,36.36%,91.27%,45.45%
1111005,110,2528,皇普,6,3,2席,33.00%,100.00%,100.00%
1111005,110,2530,華建,7,3,0席,0.00%,98.84%,100.00%
1111005,110,2534,宏盛,7,3,2席,28.57%,93.88%,100.00%
1111005,110,2535,達欣工,7,3,0席,0.00%,94.29%,100.00%
1111005,110,2536,宏普,7,3,4席,57.14%,100.00%,100.00%
1111005,110,2537,聯上發,7,3,3席,42.86%,100.00%,100.00%
1111005,110,2538,基泰,11,3,1席,9.09%,87.00%,54.55%
1111005,110,2539,櫻花建,7,3,3席,42.86%,100.00%,100.00%
1111005,110,2540,愛山林,7,3,1席,0.14%,83.00%,30.00%
1111005,110,2542,興富發,7,3,1席,14.29%,98.90%,42.86%
1111005,110,2543,皇昌,7,3,2席,28.00%,97.00%,100.00%
1111005,110,2545,皇翔,11,3,4席,36.36%,100.00%,18.00%
1111005,110,2546,根基,9,3,1席,11.11%,87.78%,100.00%
1111005,110,2547,日勝生,7,3,0席,0.00%,100.00%,100.00%
1111005,110,2548,華固,9,3,2席,22.22%,97.22%,100.00%
1111005,110,2597,潤弘,9,3,1席,11.11%,91.67%,100.00%
1111005,110,2601,益航,7,3,0席,0.00%,95.24%,100.00%
1111005,110,2603,長榮,9,3,1席,11.11%,100.00%,100.00%
1111005,110,2605,新興,7,3,1席,14.29%,80.95%,14.29%
1111005,110,2606,裕民,11,3,0席,0.00%,97.90%,100.00%
1111005,110,2607,榮運,9,3,1席,11.11%,100.00%,100.00%
1111005,110,2608,嘉里大榮,9,3,3席,33.33%,97.78%,72.22%
1111005,110,2609,陽明,11,3,0席,0.00%,90.00%,100.00%
1111005,110,2610,華航,13,3,2席,15.38%,86.99%,100.00%
1111005,110,2611,志信,7,3,0席,0.00%,97.62%,100.00%
1111005,110,2612,中航,7,2,0席,0.00%,91.84%,71.43%
1111005,110,2613,中櫃,9,2,1席,11.00%,96.30%,100.00%
1111005,110,2614,東森,7,3,0席,0.00%,98.57%,57.14%
1111005,110,2615,萬海,7,3,2席,28.57%,87.14%,57.14%
1111005,110,2616,山隆,9,3,2席,22.22%,0.00%,0.56%
1111005,110,2617,台航,8,3,1席,13.00%,98.55%,100.00%
1111005,110,2618,長榮航,8,3,1席,12.50%,100.00%,100.00%
1111005,110,2630,亞航,11,4,1席,9.09%,89.60%,100.00%
1111005,110,2633,台灣高鐵,13,4,2席,15.00%,96.00%,100.00%
1111005,110,2634,漢翔,11,3,1席,9.09%,87.88%,81.82%
1111005,110,2636,台驊投控,10,3,0席,0.00%,98.46%,100.00%
1111005,110,2637,慧洋-KY,9,5,2席,22.00%,100.00%,100.00%
1111005,110,2642,宅配通,11,3,2席,18.00%,96.25%,100.00%
1111005,110,2701,萬企,5,3,1席,20.00%,100.00%,100.00%
1111005,110,2702,華園,7,3,3席,42.86%,81.43%,42.86%
1111005,110,2704,國賓,15,3,5席,33.33%,74.71%,40.00%
1111005,110,2705,六福,7,4,3席,42.86%,96.61%,100.00%
1111005,110,2706,第一店,5,3,2席,40.00%,100.00%,100.00%
1111005,110,2707,晶華,9,3,3席,33.00%,90.57%,55.56%
1111005,110,2712,遠雄來,7,3,1席,14.00%,100.00%,100.00%
1111005,110,2722,夏都,9,3,2席,22.22%,88.89%,100.00%
1111005,110,2723,美食-KY,7,3,1席,14.29%,100.00%,42.86%
1111005,110,2727,王品,7,3,1席,14.29%,98.00%,100.00%
1111005,110,2731,雄獅,7,3,1席,14.29%,100.00%,100.00%
1111005,110,2739,寒舍,9,3,4席,44.44%,88.98%,100.00%
1111005,110,2748,雲品,9,3,5席,55.56%,100.00%,100.00%
1111005,110,2753,八方雲集,9,4,2席,22.22%,98.61%,100.00%
1111005,110,2801,彰銀,9,3,1席,11.11%,97.04%,100.00%
1111005,110,2809,京城銀,7,3,0席,0.00%,95.43%,100.00%
1111005,110,2812,台中銀,12,4,2席,16.67%,99.31%,100.00%
1111005,110,2816,旺旺保,8,3,1席,12.00%,98.00%,100.00%
1111005,110,2820,華票,11,3,2席,18.18%,100.00%,100.00%
1111005,110,2832,台產,11,3,5席,45.45%,97.70%,100.00%
1111005,110,2834,臺企銀,15,5,2席,13.30%,98.90%,100.00%
1111005,110,2836,高雄銀,13,3,0席,0.00%,91.45%,100.00%
1111005,110,2838,聯邦銀,9,3,2席,22.00%,99.00%,100.00%
1111005,110,2845,遠東銀,11,3,3席,27.00%,94.81%,100.00%
1111005,110,2849,安泰銀,11,3,3席,27.00%,100.00%,100.00%
1111005,110,2850,新產,11,3,1席,9.09%,96.59%,100.00%
